"","id","originid","fingerprint","title","updated","alternate","crawled","published","canonicalurl","unread","categories","engagement","engagementrate","tags","content_content","content_direction","origin_streamid","origin_title","origin_htmlurl","visual_url","visual_processor","visual_width","visual_height","visual_contenttype"
"1","QZprzyfot2CAgzY2VwXaHG3Nt6dNWilBq/OqfGnstok=_16cfcd1be12:399cb3b:49b12733","tag:google.com,2013:googlealerts/feed:6836833116759200816","7308fb69","FPSO Industry 2018 Market Research Report, Popular Trends & Technological Advancements ...",2019-09-04 08:22:30,
